Table: Joule-Thomson coefficient [G]
Temperature {K} 	Pressure {kPa} 	Joule-Thomson coefficient {K/kPa} 	Uncertainty {K/kPa} 
394	3600	0.00570	0.00013
394	3800	0.00569	0.00012
394	4000	0.00568	0.00012
394	4200	0.00567	0.00011
394	4400	0.00566	0.00011
394	4600	0.00565	0.00010
394	4800	0.005633	9.9e-5
394	5000	0.005621	9.6e-5
394	5200	0.005608	9.3e-5
394	5400	0.005595	9.0e-5
394	5600	0.005581	8.8e-5
394	5800	0.005567	8.7e-5
394	6000	0.005552	8.5e-5
394	6200	0.005536	8.4e-5
394	6400	0.005520	8.3e-5
394	6600	0.005503	8.3e-5
394	6800	0.005485	8.3e-5
394	7000	0.005466	8.3e-5
394	7200	0.005447	8.3e-5
394	7400	0.005427	8.3e-5
394	7600	0.005406	8.4e-5
394	7800	0.005385	8.4e-5
394	8000	0.005362	8.5e-5
394	8200	0.005339	8.5e-5
394	8400	0.005315	8.5e-5
394	8600	0.005290	8.6e-5
394	8800	0.005264	8.6e-5
394	9000	0.005237	8.6e-5
394	9200	0.005209	8.6e-5
394	9400	0.005180	8.6e-5
394	9600	0.005150	8.5e-5
394	9800	0.005119	8.5e-5
394	10000	0.005087	8.4e-5
395	200	0.00577	0.00024
395	400	0.00577	0.00023
395	600	0.00576	0.00023
395	800	0.00576	0.00022
395	1000	0.00575	0.00021
395	1200	0.00575	0.00020
395	1400	0.00574	0.00020
395	1600	0.00574	0.00019
395	1800	0.00573	0.00018
395	2000	0.00572	0.00018
395	2200	0.00572	0.00017
395	2400	0.00571	0.00016
395	2600	0.00570	0.00016
395	2800	0.00570	0.00015
395	3000	0.00569	0.00014
395	3200	0.00568	0.00014
395	3400	0.00567	0.00013
395	3600	0.00566	0.00013
395	3800	0.00565	0.00012
395	4000	0.00564	0.00012
395	4200	0.00563	0.00011
395	4400	0.00562	0.00011
395	4600	0.00561	0.00010
395	4800	0.005599	9.9e-5
395	5000	0.005587	9.6e-5
395	5200	0.005574	9.3e-5
395	5400	0.005561	9.0e-5
395	5600	0.005547	8.8e-5
395	5800	0.005533	8.6e-5
395	6000	0.005518	8.5e-5
395	6200	0.005502	8.4e-5
395	6400	0.005486	8.3e-5
395	6600	0.005469	8.2e-5
395	6800	0.005451	8.2e-5
395	7000	0.005433	8.2e-5
395	7200	0.005414	8.2e-5
395	7400	0.005394	8.2e-5
395	7600	0.005373	8.3e-5
395	7800	0.005352	8.3e-5
395	8000	0.005330	8.4e-5
395	8200	0.005307	8.4e-5
395	8400	0.005283	8.5e-5
395	8600	0.005258	8.5e-5
395	8800	0.005232	8.5e-5
395	9000	0.005206	8.5e-5
395	9200	0.005178	8.5e-5
395	9400	0.005150	8.5e-5
395	9600	0.005120	8.5e-5
395	9800	0.005090	8.4e-5
395	10000	0.005058	8.3e-5
396	200	0.00574	0.00024
396	400	0.00574	0.00023
396	600	0.00573	0.00023
396	800	0.00573	0.00022
396	1000	0.00572	0.00021
396	1200	0.00572	0.00020
396	1400	0.00571	0.00020
396	1600	0.00570	0.00019
396	1800	0.00570	0.00018
396	2000	0.00569	0.00018
396	2200	0.00568	0.00017
396	2400	0.00568	0.00016
396	2600	0.00567	0.00016
396	2800	0.00566	0.00015
396	3000	0.00565	0.00014
396	3200	0.00565	0.00014
396	3400	0.00564	0.00013
396	3600	0.00563	0.00013
396	3800	0.00562	0.00012
396	4000	0.00561	0.00012
396	4200	0.00560	0.00011
396	4400	0.00559	0.00011
396	4600	0.00558	0.00010
396	4800	0.005565	9.9e-5
396	5000	0.005553	9.6e-5
396	5200	0.005540	9.3e-5
396	5400	0.005527	9.0e-5
396	5600	0.005513	8.8e-5
396	5800	0.005499	8.6e-5
396	6000	0.005484	8.4e-5
396	6200	0.005468	8.3e-5
396	6400	0.005452	8.2e-5
396	6600	0.005435	8.2e-5
396	6800	0.005418	8.1e-5
396	7000	0.005399	8.1e-5
396	7200	0.005381	8.1e-5
396	7400	0.005361	8.2e-5
396	7600	0.005341	8.2e-5
396	7800	0.005319	8.2e-5
396	8000	0.005297	8.3e-5
396	8200	0.005275	8.3e-5
396	8400	0.005251	8.4e-5
396	8600	0.005226	8.4e-5
396	8800	0.005201	8.4e-5
396	9000	0.005175	8.4e-5
396	9200	0.005148	8.4e-5
396	9400	0.005120	8.4e-5
396	9600	0.005091	8.4e-5
396	9800	0.005061	8.3e-5
396	10000	0.005030	8.3e-5
397	200	0.00571	0.00024
397	400	0.00570	0.00023
397	600	0.00570	0.00023
397	800	0.00569	0.00022
397	1000	0.00569	0.00021
397	1200	0.00568	0.00020
397	1400	0.00568	0.00020
397	1600	0.00567	0.00019
397	1800	0.00566	0.00018
397	2000	0.00566	0.00018
397	2200	0.00565	0.00017
397	2400	0.00564	0.00016
397	2600	0.00564	0.00016
397	2800	0.00563	0.00015
397	3000	0.00562	0.00014
397	3200	0.00561	0.00014
397	3400	0.00560	0.00013
397	3600	0.00559	0.00013
397	3800	0.00559	0.00012
397	4000	0.00558	0.00012
397	4200	0.00557	0.00011
397	4400	0.00555	0.00011
397	4600	0.00554	0.00010
397	4800	0.005531	9.9e-5
397	5000	0.005519	9.5e-5
397	5200	0.005506	9.2e-5
397	5400	0.005493	9.0e-5
397	5600	0.005479	8.7e-5
397	5800	0.005465	8.5e-5
397	6000	0.005450	8.4e-5
397	6200	0.005435	8.3e-5
397	6400	0.005419	8.2e-5
397	6600	0.005402	8.1e-5
397	6800	0.005385	8.1e-5
397	7000	0.005367	8.1e-5
397	7200	0.005348	8.1e-5
397	7400	0.005328	8.1e-5
397	7600	0.005308	8.1e-5
397	7800	0.005287	8.2e-5
397	8000	0.005265	8.2e-5
397	8200	0.005243	8.2e-5
397	8400	0.005219	8.3e-5
397	8600	0.005195	8.3e-5
397	8800	0.005170	8.3e-5
397	9000	0.005144	8.4e-5
397	9200	0.005118	8.4e-5
397	9400	0.005090	8.3e-5
397	9600	0.005061	8.3e-5
397	9800	0.005032	8.3e-5
397	10000	0.005001	8.2e-5
398	200	0.00568	0.00024
398	400	0.00567	0.00023
398	600	0.00567	0.00022
398	800	0.00566	0.00022
398	1000	0.00566	0.00021
398	1200	0.00565	0.00020
398	1400	0.00564	0.00020
398	1600	0.00564	0.00019
398	1800	0.00563	0.00018
398	2000	0.00563	0.00017
398	2200	0.00562	0.00017
398	2400	0.00561	0.00016
398	2600	0.00560	0.00016
398	2800	0.00560	0.00015
398	3000	0.00559	0.00014
398	3200	0.00558	0.00014
398	3400	0.00557	0.00013
398	3600	0.00556	0.00013
398	3800	0.00555	0.00012
398	4000	0.00554	0.00012
398	4200	0.00553	0.00011
398	4400	0.00552	0.00011
398	4600	0.00551	0.00010
398	4800	0.005498	9.9e-5
398	5000	0.005486	9.5e-5
398	5200	0.005473	9.2e-5
398	5400	0.005460	8.9e-5
398	5600	0.005446	8.7e-5
398	5800	0.005432	8.5e-5
398	6000	0.005417	8.3e-5
398	6200	0.005402	8.2e-5
398	6400	0.005386	8.1e-5
398	6600	0.005369	8.0e-5
398	6800	0.005352	8.0e-5
398	7000	0.005334	8.0e-5
398	7200	0.005315	8.0e-5
398	7400	0.005296	8.0e-5
398	7600	0.005276	8.0e-5
398	7800	0.005255	8.1e-5
398	8000	0.005234	8.1e-5
398	8200	0.005211	8.2e-5
398	8400	0.005188	8.2e-5
398	8600	0.005164	8.2e-5
398	8800	0.005140	8.3e-5
398	9000	0.005114	8.3e-5
398	9200	0.005088	8.3e-5
398	9400	0.005060	8.3e-5
398	9600	0.005032	8.2e-5
398	9800	0.005003	8.2e-5
398	10000	0.004973	8.1e-5
399	200	0.00564	0.00024
399	400	0.00564	0.00023
399	600	0.00563	0.00022
399	800	0.00563	0.00022
399	1000	0.00562	0.00021
399	1200	0.00562	0.00020
399	1400	0.00561	0.00020
399	1600	0.00561	0.00019
399	1800	0.00560	0.00018
399	2000	0.00559	0.00017
399	2200	0.00559	0.00017
399	2400	0.00558	0.00016
399	2600	0.00557	0.00015
399	2800	0.00556	0.00015
399	3000	0.00556	0.00014
399	3200	0.00555	0.00014
399	3400	0.00554	0.00013
399	3600	0.00553	0.00013
399	3800	0.00552	0.00012
399	4000	0.00551	0.00012
399	4200	0.00550	0.00011
399	4400	0.00549	0.00011
399	4600	0.00548	0.00010
399	4800	0.005465	9.8e-5
399	5000	0.005453	9.5e-5
399	5200	0.005440	9.2e-5
399	5400	0.005427	8.9e-5
399	5600	0.005413	8.7e-5
399	5800	0.005399	8.5e-5
399	6000	0.005384	8.3e-5
399	6200	0.005369	8.2e-5
399	6400	0.005353	8.1e-5
399	6600	0.005336	8.0e-5
399	6800	0.005319	7.9e-5
399	7000	0.005302	7.9e-5
399	7200	0.005283	7.9e-5
399	7400	0.005264	7.9e-5
399	7600	0.005244	8.0e-5
399	7800	0.005223	8.0e-5
399	8000	0.005202	8.0e-5
399	8200	0.005180	8.1e-5
399	8400	0.005157	8.1e-5
399	8600	0.005134	8.2e-5
399	8800	0.005109	8.2e-5
399	9000	0.005084	8.2e-5
399	9200	0.005058	8.2e-5
399	9400	0.005031	8.2e-5
399	9600	0.005003	8.2e-5
399	9800	0.004975	8.1e-5
399	10000	0.004945	8.1e-5
400	200	0.00561	0.00024
400	400	0.00561	0.00023
400	600	0.00560	0.00022
400	800	0.00560	0.00022
400	1000	0.00559	0.00021
400	1200	0.00559	0.00020
400	1400	0.00558	0.00019
400	1600	0.00557	0.00019
400	1800	0.00557	0.00018
400	2000	0.00556	0.00017
400	2200	0.00555	0.00017
400	2400	0.00555	0.00016
400	2600	0.00554	0.00015
400	2800	0.00553	0.00015
400	3000	0.00552	0.00014
400	3200	0.00551	0.00014
400	3400	0.00551	0.00013
400	3600	0.00550	0.00013
400	3800	0.00549	0.00012
400	4000	0.00548	0.00012
400	4200	0.00547	0.00011
400	4400	0.00546	0.00011
400	4600	0.00544	0.00010
400	4800	0.005432	9.8e-5
400	5000	0.005420	9.5e-5
400	5200	0.005407	9.2e-5
400	5400	0.005394	8.9e-5
400	5600	0.005381	8.6e-5
400	5800	0.005366	8.4e-5
400	6000	0.005352	8.3e-5
400	6200	0.005336	8.1e-5
400	6400	0.005321	8.0e-5
400	6600	0.005304	7.9e-5
400	6800	0.005287	7.9e-5
400	7000	0.005269	7.9e-5
400	7200	0.005251	7.9e-5
400	7400	0.005232	7.9e-5
400	7600	0.005212	7.9e-5
400	7800	0.005192	7.9e-5
400	8000	0.005171	8.0e-5
400	8200	0.005149	8.0e-5
400	8400	0.005127	8.0e-5
400	8600	0.005103	8.1e-5
400	8800	0.005079	8.1e-5
400	9000	0.005054	8.1e-5
400	9200	0.005028	8.1e-5
400	9400	0.005002	8.1e-5
400	9600	0.004974	8.1e-5
400	9800	0.004946	8.1e-5
400	10000	0.004917	8.0e-5
